symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
M&M,Mahindra & Mahindra Limited,7(2),Harish Namdeo Chavan,2025-05-09 22:49:00,1182019,,0,0,0,0,Equity Shares,2000.0,540524,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182019_1435502_09052025104957_WEB.xml,Employees/Designated Employees,43168.0,0.0,6155000.0,Equity Shares,41168.0,0.0,,,,Market Sale,,NSE,
M&M,Mahindra & Mahindra Limited,7(2),Tom C Thomas,2025-05-09 22:49:00,1182019,,0,0,0,0,Equity Shares,500.0,540522,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182019_1435502_09052025104957_WEB.xml,Employees/Designated Employees,6398.0,0.0,1516745.0,Equity Shares,5898.0,0.0,,,,Market Sale,,BSE,
SUNTECK,Sunteck Realty Limited,7(2),Samagra Wealthmax Private Limited,2025-05-09 20:01:00,1182015,,0,0,0,0,Equity Shares,7500.0,540517,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182015_1435344_09052025080131_WEB.xml,Promoters,3850773.0,2.63,2913115.0,Equity Shares,3858273.0,2.63,,,,Market Purchase,,NSE,
HCLTECH,HCL Technologies Limited,7(2),Surya Pawan Kumar Vadapalli,2025-05-09 19:54:00,1182013,,0,0,0,0,Equity Shares,6500.0,540515,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182013_1435327_09052025075431_WEB.xml,,41517.0,0.0,10243062.0,Equity Shares,35017.0,0.0,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Ignatius Navil Noronha,2025-05-09 18:31:00,1182011,,0,0,0,0,Equity Shares,20000.0,540513,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182011_1435116_09052025063100_WEB.xml,Director,12627576.0,1.94,80345400.0,Equity Shares,12607576.0,1.94,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Dastgir Shaikh,2025-05-09 18:31:00,1182011,,0,0,0,0,Equity Shares,1000.0,540512,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182011_1435116_09052025063100_WEB.xml,,261500.0,0.04,3967000.0,Equity Shares,260500.0,0.04,,,,Market Sale,,NSE,
ICICIGI,ICICI Lombard General Insurance Company Limited,7(3),VASUNDHARA BHONSLE,2025-05-09 18:25:00,1182009,,0,0,0,0,Equity Shares,10000.0,540509,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182009_1435098_09052025062532_WEB.xml,,10000.0,0.0,18490000.0,Equity Shares,,0.0,,,,Market Sale,,BSE,
CHOICEIN,Choice International Limited,7(2),Neetu Murarka,2025-05-09 17:01:00,1182007,,0,0,0,0,Equity Shares,7200.0,540507,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182007_1434968_09052025050103_WEB.xml,,7200.0,0.0,4568760.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
INFY,Infosys Limited,7(2),Infosys Employee Benefits Trust,2025-05-09 16:58:00,1182005,,0,0,0,0,Equity Shares,158161.0,540505,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182005_1434955_09052025045814_WEB.xml,Other,9463288.0,0.23,238506788.0,Equity Shares,9305127.0,0.22,,,,Off Market,,NA,
INFY,Infosys Limited,7(2),Infosys Employee Benefits Trust,2025-05-09 16:58:00,1182005,,0,0,0,0,Equity Shares,101800.0,540504,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182005_1434955_09052025045814_WEB.xml,Other,9565088.0,0.23,153480806.0,Equity Shares,9463288.0,0.23,,,,Market Sale,,NSE,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Om Prakash Manchanda,2025-05-09 16:48:00,1182003,,0,0,0,0,Equity Shares,4500.0,540499,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182003_1434931_09052025044759_WEB.xml,Other,793990.0,0.94,13013232.0,Equity Shares,789490.0,0.94,,,,Market Sale,,NSE,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Dr. Lal PathLabs Employees Welfare Trust,2025-05-09 16:48:00,1182003,,0,0,0,0,Equity Shares,10000.0,540501,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182003_1434931_09052025044759_WEB.xml,Other,183390.0,0.22,21749400.0,Equity Shares,173390.0,0.21,,,,ESOP,,NA,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Om Prakash Manchanda,2025-05-09 16:48:00,1182003,,0,0,0,0,Equity Shares,10000.0,540500,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182003_1434931_09052025044759_WEB.xml,Other,789490.0,0.94,21749400.0,Equity Shares,799490.0,0.95,,,,ESOP,,NA,
WIPRO,Wipro Limited,7(2),Vinay Firake,2025-05-09 16:20:00,1182001,,0,0,0,0,ADR/GDR/FCCB,74434.0,540495,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1182001_1434879_09052025042035_WEB.xml,Employees/Designated Employees,156942.0,0.0,18255162.0,ADR/GDR/FCCB,231376.0,0.0,,,,ESOP,,NA,
THOMASCOTT,Thomas Scott (India) Limited,7(2),Vandana Bang,2025-05-09 15:07:00,1181999,,0,0,0,0,Equity Shares,625000.0,540492,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181999_1434755_09052025030720_WEB.xml,Promoter Group,1075000.0,8.49,50625000.0,Equity Shares,1700000.0,11.58,,,,Conversion of security,,NA,
THOMASCOTT,Thomas Scott (India) Limited,7(2),Vandana Bang,2025-05-09 15:07:00,1181999,,0,0,0,0,Warrants,625000.0,540493,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181999_1434755_09052025030720_WEB.xml,Promoter Group,625000.0,0.0,50625000.0,Warrants,,0.0,,,,Conversion of security,,NA,
OILCOUNTUB,Oil Country Tubular Limited,7(2),United Steel Allied Industries Private Limited,2025-05-09 12:49:00,1181997,,0,0,0,0,Convertible preference shares,4150000.0,540489,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181997_1434637_09052025124903_WEB.xml,Promoter Group,18039165.0,37.71,269750000.0,Convertible preference shares,22189165.0,42.68,,,,Conversion of security,,MSEI,
SAKHTISUG,Sakthi Sugars Limited,7(2),ABT INVESTMENTS (INDIA) PRIVATE LIMITED,2025-05-09 10:59:00,1181995,,0,0,0,0,Equity Shares,13350000.0,540487,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181995_1434544_09052025105952_WEB.xml,Promoter Group,66473540.0,55.93,301576500.0,Equity Shares,66473540.0,55.93,,,,Pledge Creation,,NA,
SUNTECK,Sunteck Realty Limited,7(2),Samagra Wealthmax Private Limited,2025-05-08 20:16:00,1181993,,0,0,0,0,Equity Shares,5000.0,540485,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181993_1434328_08052025081622_WEB.xml,Promoters,3845773.0,2.63,1986264.0,Equity Shares,3850773.0,2.63,,,,Market Purchase,,NSE,
M&M,Mahindra & Mahindra Limited,7(2),Rajesh Jejurikar,2025-05-08 20:05:00,1181991,,0,0,0,0,Equity Shares,6000.0,540483,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181991_1434311_08052025080513_WEB.xml,Director,149292.0,0.01,18281614.0,Equity Shares,143292.0,0.01,,,,Market Sale,,BSE,
DMART,Avenue Supermarts Limited,7(2),Sampath Kumar,2025-05-08 18:37:00,1181988,,0,0,0,0,Equity Shares,800.0,540475,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181988_1434167_08052025063738_WEB.xml,,5800.0,0.0,3200000.0,Equity Shares,5000.0,0.0,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Ravi Prakash Sharma,2025-05-08 18:37:00,1181988,,0,0,0,0,Equity Shares,4000.0,540479,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181988_1434167_08052025063738_WEB.xml,,153700.0,0.02,16133860.0,Equity Shares,149700.0,0.02,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Kirit Nagda,2025-05-08 18:37:00,1181988,,0,0,0,0,Equity Shares,9200.0,540476,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181988_1434167_08052025063738_WEB.xml,,94600.0,0.01,36984000.0,Equity Shares,85400.0,0.01,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Soumil Kirit Shah,2025-05-08 18:37:00,1181988,,0,0,0,0,Equity Shares,4500.0,540477,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181988_1434167_08052025063738_WEB.xml,Immediate relative,4500.0,0.0,18067500.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Jude Fernandez,2025-05-08 18:37:00,1181988,,0,0,0,0,Equity Shares,175.0,540480,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181988_1434167_08052025063738_WEB.xml,,7789.0,0.0,700000.0,Equity Shares,7614.0,0.0,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Deep Kirit Shah,2025-05-08 18:37:00,1181988,,0,0,0,0,Equity Shares,4500.0,540478,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181988_1434167_08052025063738_WEB.xml,Immediate relative,4500.0,0.0,18099000.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
HCLTECH,HCL Technologies Limited,7(2),HCL Technologies Stock Options Trust,2025-05-08 18:18:00,1181986,,0,0,0,0,Equity Shares,6020.0,540468,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181986_1434128_08052025061826_WEB.xml,,4413699.0,0.16,9343040.0,Equity Shares,4407679.0,0.16,,,,ESOP,,NA,
HCLTECH,HCL Technologies Limited,7(2),HCL Technologies Stock Options Trust,2025-05-08 18:16:00,1181984,,0,0,0,0,Equity Shares,1739.0,540466,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181984_1434124_08052025061646_WEB.xml,,4415438.0,0.16,2747620.0,Equity Shares,4413699.0,0.16,,,,ESOP,,NA,
AFCONS,Afcons Infrastructure Limited,7(2),GOSWAMI INFRATECH PRIVATE LIMITED,2025-05-08 17:53:00,1181982,,0,0,0,0,Equity Shares,18513453.0,540464,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181982_1434088_08052025055350_WEB.xml,Promoters,92072053.0,25.03,7665495214.0,Equity Shares,92072053.0,25.03,,,,Pledge Creation,,NA,
IEX,Indian Energy Exchange Limited,7(2),Ravi Seth,2025-05-08 17:05:00,1181979,,0,0,0,0,Equity Shares,7500.0,540461,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181979_1434009_08052025050533_WEB.xml,Employees/Designated Employees,,0.0,1057500.0,Equity Shares,7500.0,0.0,,,,ESOP,,NA,
IEX,Indian Energy Exchange Limited,7(2),Zahid Maqbool Paul,2025-05-08 17:05:00,1181979,,0,0,0,0,Equity Shares,3750.0,540460,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181979_1434009_08052025050533_WEB.xml,Employees/Designated Employees,,0.0,528750.0,Equity Shares,3750.0,0.0,,,,ESOP,,NA,
IEX,Indian Energy Exchange Limited,7(2),Aparna Vyas Garg,2025-05-08 17:05:00,1181979,,0,0,0,0,Equity Shares,6000.0,540459,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181979_1434009_08052025050533_WEB.xml,Employees/Designated Employees,,0.0,846000.0,Equity Shares,6000.0,0.0,,,,ESOP,,NA,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Rahul Sharma,2025-05-08 16:49:00,1181977,,0,0,0,0,Equity Shares,5112.0,540455,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181977_1433975_08052025044939_WEB.xml,Director,24233.0,0.03,14477896.0,Equity Shares,19121.0,0.02,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Nikhil Ashokkumar Chopra,2025-05-08 16:30:00,1181976,,0,0,0,0,Equity Shares,60000.0,540453,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181976_1433957_08052025043054_WEB.xml,Director,50.0,0.0,94200000.0,Equity Shares,60050.0,0.04,,,,ESOP,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Sanjay Chandubhai Patel,2025-05-08 16:30:00,1181976,,0,0,0,0,Equity Shares,1500.0,540454,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181976_1433957_08052025043054_WEB.xml,Employees/Designated Employees,2700.0,0.0,2355000.0,Equity Shares,4200.0,0.0,,,,ESOP,,NA,
SHEKHAWATI,Shekhawati Industries Limited,7(2),ISHANI MUKESH RUIA,2025-05-08 16:25:00,1181973,,0,0,0,0,Equity Shares,1000.0,540449,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181973_1433944_08052025042506_WEB.xml,Promoter Group,,0.0,21220.0,Equity Shares,1000.0,0.0,,,,Market Purchase,,NSE,
MAZDOCK,Mazagon Dock Shipbuilders Limited,7(2),Payal Prakash,2025-05-08 16:11:00,1181971,,0,0,0,0,Equity Shares,1000.0,540446,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181971_1433922_08052025041141_WEB.xml,Other,,0.0,2234791.0,Equity Shares,1000.0,0.0,,,,Market Purchase,,NSE,
MAZDOCK,Mazagon Dock Shipbuilders Limited,7(2),Payal Prakash,2025-05-08 16:11:00,1181971,,0,0,0,0,Equity Shares,1000.0,540447,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181971_1433922_08052025041141_WEB.xml,Other,1000.0,0.0,2351470.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
SUYOG,Suyog Telematics Limited,7(2),SHIVSHANKAR GURUSHANTAPPA LATURE,2025-05-08 15:56:00,1181969,,0,0,0,0,Equity Shares,22168.0,540443,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181969_1433895_08052025035628_WEB.xml,Promoters,5344374.0,47.86,12635760.0,Equity Shares,5366542.0,47.96,,,,Preferential Offer,,NA,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Reena Nakra,2025-05-08 15:40:00,1181967,,0,0,0,0,Equity Shares,700.0,540441,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181967_1433875_08052025034044_WEB.xml,Employees/Designated Employees,9989.0,0.01,1967000.0,Equity Shares,9289.0,0.01,,,,Market Sale,,NSE,
SAKHTISUG,Sakthi Sugars Limited,7(2),ABT INVESTMENTS (INDIA) PRIVATE LIMITED,2025-05-08 14:19:00,1181965,,0,0,0,0,Equity Shares,13350000.0,540439,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181965_1433812_08052025021933_WEB.xml,Promoter Group,66473540.0,55.93,297705000.0,Equity Shares,66473540.0,55.93,,,,Revokation of Pledge,,NA,
TVSHLTD,TVS Holdings Limited,7(2),"VS Trust (Venu Srinivasan, Trustee)",2025-05-08 11:28:00,1181963,,0,0,0,0,Equity Shares,1300000.0,540437,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181963_1433682_08052025112823_WEB.xml,Promoters,12908290.0,63.8,11817650000.0,Equity Shares,12908290.0,63.8,,,,Others,,NA,
UFLEX,UFLEX Limited,7(2),Flex International Private Limited,2025-05-08 11:18:00,1181961,,0,0,0,0,Equity Shares,807000.0,540435,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181961_1433677_08052025111825_WEB.xml,Promoter Group,9604287.0,13.3,449660400.0,Equity Shares,9604287.0,13.3,,,,,,NA,
NAUKRI,Info Edge (India) Limited,7(2),Info Edge Employees Stock Option Plan Trust,2025-05-08 10:31:00,1181959,,0,0,0,0,Equity Shares,46.0,540433,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181959_1433657_08052025103144_WEB.xml,Other,145925.0,0.11,460.0,Equity Shares,145879.0,0.11,,,,ESOP,,NA,
FUSION,Fusion Finance Limited,7(2),Honey Rose Investment Ltd,2025-05-07 23:34:00,1181957,,0,0,0,0,Equity Shares,23891326.0,540428,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181957_1433595_07052025113418_WEB.xml,Promoters,33164881.0,32.83,1564881853.0,Equity Shares,57056207.0,35.2,,,,Public Right,,NA,
FUSION,Fusion Finance Limited,7(2),Puneet Gupta,2025-05-07 23:34:00,1181957,,0,0,0,0,Equity Shares,2882.0,540431,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181957_1433595_07052025113418_WEB.xml,Director,4000.0,0.0,188771.0,Equity Shares,6882.0,0.0,,,,Public Right,,NA,
FUSION,Fusion Finance Limited,7(2),"Creation Investments Fusion II, LLC",2025-05-07 23:34:00,1181957,,0,0,0,0,Equity Shares,3218813.0,540430,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181957_1433595_07052025113418_WEB.xml,Promoters,9954529.0,9.85,210832252.0,Equity Shares,13173342.0,8.13,,,,Public Right,,NA,
FUSION,Fusion Finance Limited,7(2),"Creation Investments Fusion, LLC",2025-05-07 23:34:00,1181957,,0,0,0,0,Equity Shares,4064516.0,540429,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181957_1433595_07052025113418_WEB.xml,Promoters,10029720.0,9.93,266225798.0,Equity Shares,14094236.0,8.7,,,,Public Right,,NA,
360ONE,360 ONE WAM LIMITED,7(2),Chetan Naik,2025-05-07 21:24:00,1181955,,0,0,0,0,Equity Shares,6000.0,540423,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181955_1433456_07052025092444_WEB.xml,Employees/Designated Employees,13000.0,0.0,6096000.0,Equity Shares,7000.0,0.0,,,,Market Sale,,NSE,
HCLTECH,HCL Technologies Limited,7(2),Shagun Rungta,2025-05-07 17:15:00,1181952,,0,0,0,0,Equity Shares,15000.0,540420,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181952_1433159_07052025051504_WEB.xml,Immediate relative,,0.0,23647500.0,Equity Shares,15000.0,0.0,,,,Gift,,NA,
HCLTECH,HCL Technologies Limited,7(2),Mridul Rungta,2025-05-07 17:13:00,1181950,,0,0,0,0,Equity Shares,15000.0,540418,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181950_1433151_07052025051343_WEB.xml,Immediate relative,,0.0,23647500.0,Equity Shares,15000.0,0.0,,,,Gift,,NA,
HCLTECH,HCL Technologies Limited,7(2),Goutam Rungta,2025-05-07 17:11:00,1181948,,0,0,0,0,Equity Shares,30000.0,540416,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181948_1433144_07052025051117_WEB.xml,,40003.0,0.0,47295000.0,Equity Shares,10003.0,0.0,,,,Gift,,NA,
AVANTEL,Avantel Limited,7(2),ABBURI SIDDHARTHA SAGAR,2025-05-07 15:32:00,1181946,,0,0,0,0,Equity Shares,417013.0,540414,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181946_1433013_07052025033218_WEB.xml,Promoters,19016460.0,7.77,47668756.0,Equity Shares,18599447.0,7.6,,,,Market Sale,,NSE,
AVANTEL,Avantel Limited,7(2),ABBURI SARADA,2025-05-07 15:32:00,1181946,,0,0,0,0,Equity Shares,450000.0,540413,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181946_1433013_07052025033218_WEB.xml,Director,15074940.0,6.16,53149500.0,Equity Shares,14624940.0,6.16,,,,Market Sale,,NSE,
AVANTEL,Avantel Limited,7(2),SAILAJA  ABBURI,2025-05-07 15:32:00,1181946,,0,0,0,0,Equity Shares,450000.0,540412,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181946_1433013_07052025033218_WEB.xml,Promoters,15505320.0,6.33,53109000.0,Equity Shares,15055320.0,6.15,,,,Market Sale,,NSE,
CHOICEIN,Choice International Limited,7(2),Bhal Chandra Murarka,2025-05-07 13:33:00,1181944,,0,0,0,0,Equity Shares,43496.0,540408,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181944_1432937_07052025013356_WEB.xml,,123496.0,0.06,27224146.0,Equity Shares,80000.0,0.04,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Niraj Murarka,2025-05-06 23:44:00,1181940,,0,0,0,0,Equity Shares,15000.0,540400,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181940_1432793_06052025114414_WEB.xml,Employees/Designated Employees,15000.0,0.0,15245250.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Anshuman Maheshwary,2025-05-06 23:44:00,1181940,,0,0,0,0,Equity Shares,49000.0,540401,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181940_1432793_06052025114414_WEB.xml,Employees/Designated Employees,105152.0,0.03,55674318.0,Equity Shares,105152.0,0.03,,,,Pledge Creation,,NA,
360ONE,360 ONE WAM LIMITED,7(2),Amit Garg,2025-05-06 23:44:00,1181940,,0,0,0,0,Equity Shares,2500.0,540402,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181940_1432793_06052025114414_WEB.xml,Employees/Designated Employees,58000.0,0.01,2484222.0,Equity Shares,55500.0,0.01,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),SHAJIKUMAR DEVAKAR,2025-05-06 23:44:00,1181940,,0,0,0,0,Equity Shares,89445.0,540403,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181940_1432793_06052025114414_WEB.xml,Employees/Designated Employees,389445.0,0.01,89336125.0,Equity Shares,300000.0,0.08,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Himanshu S. Jain,2025-05-06 23:44:00,1181940,,0,0,0,0,Equity Shares,25000.0,540398,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181940_1432793_06052025114414_WEB.xml,Employees/Designated Employees,210166.0,0.05,25313250.0,Equity Shares,185166.0,0.04,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Himanshu S. Jain,2025-05-06 23:44:00,1181940,,0,0,0,0,Equity Shares,25000.0,540399,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181940_1432793_06052025114414_WEB.xml,Employees/Designated Employees,185166.0,0.05,25313250.0,Equity Shares,185166.0,0.05,,,,Invocation of pledge,,NA,
INFY,Infosys Limited,7(2),Ruchir Budhwar,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,7031.0,540367,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,26390.0,0.0,10541997.0,ADR/GDR/FCCB,19359.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Sachin Sudhir Kamat,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,667.0,540368,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,2688.0,0.0,1000073.0,ADR/GDR/FCCB,3355.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Sachin Sudhir Kamat,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,667.0,540369,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,3355.0,0.0,1000073.0,ADR/GDR/FCCB,2688.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Satya Prakash Singh,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,2961.0,540370,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,5351.0,0.0,4439604.0,ADR/GDR/FCCB,8312.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Satya Prakash Singh,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,1000.0,540371,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,8312.0,0.0,1499360.0,ADR/GDR/FCCB,7312.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Sourav S Banerjee,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,8518.0,540372,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,37932.0,0.0,12771545.0,ADR/GDR/FCCB,46450.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Sourav S Banerjee,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,8518.0,540373,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,46450.0,0.0,12771545.0,ADR/GDR/FCCB,37932.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Steven Lee Jeffries,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,843.0,540374,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,3882.0,0.0,126396.0,ADR/GDR/FCCB,4725.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Steven Lee Jeffries,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,843.0,540375,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,4725.0,0.0,1263960.0,ADR/GDR/FCCB,3882.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Subhro Mallik,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,7944.0,540376,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,46218.0,0.0,11910913.0,ADR/GDR/FCCB,54162.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Subhro Mallik,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,7944.0,540377,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,54162.0,0.0,11910913.0,ADR/GDR/FCCB,46218.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Infosys Employee Benefits Trust,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,55624.0,540317,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,Other,9620712.0,0.23,83296940.0,ADR/GDR/FCCB,9565088.0,0.23,,,,Off Market,,NA,
INFY,Infosys Limited,7(2),Abhijit Sarkar,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,669.0,540318,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,3290.0,0.0,1003072.0,ADR/GDR/FCCB,3959.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Abhijit Sarkar,2025-05-06 19:40:00,1181938,,0,0,0,0,ADR/GDR/FCCB,669.0,540319,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1181938_1432606_06052025074019_WEB.xml,,3959.0,0.0,1003072.0,ADR/GDR/FCCB,3290.0,0.0,,,,ESOP,,NA,
